GeneID	name	Family.ID	source	TranscriptID	Class
LOC413063	XP_026296800.1	ORTHOMCL7612	Amel	XM_026441015.1	NA
LOC413064	XP_016771088.1	ORTHOMCL4932	Amel	XM_016915599.2	NA
LOC413065	XP_006559900.1	ORTHOMCL1370	Amel	XM_006559837.3	NonCanon
LOC413068	XP_006565024.2	ORTHOMCL1864	Amel	XM_006564961.3	NA
LOC413069	XP_396520.4	ORTHOMCL3739	Amel	XM_396520.6	NA
LOC413071	XP_006557567.2	ORTHOMCL4470	Amel	XM_006557504.3	NA
LOC413073	XP_016768197.1	ORTHOMCL2717	Amel	XM_016912708.2	NA
LOC413074	XP_396525.2	ORTHOMCL7763	Amel	XM_396525.7	NonCanon
LOC413076	XP_006565460.2	ORTHOMCL5539	Amel	XM_006565397.3	NA
LOC413078	XP_006563739.1	ORTHOMCL3491	Amel	XM_006563676.3	NA
LOC413080	XP_006568644.1	ORTHOMCL5411	Amel	XM_006568581.3	NA
LOC413081	XP_006568641.1	ORTHOMCL2357	Amel	XM_006568578.3	NA
LOC413086	XP_016770375.1	ORTHOMCL7603	Amel	XM_016914886.2	NA
LOC413087	XP_006570432.1	ORTHOMCL6611	Amel	XM_006570369.3	NonCanon
LOC413089	XP_396540.4	ORTHOMCL6021	Amel	XM_396540.7	NA
LOC413091	XP_396542.5	ORTHOMCL4953	Amel	XM_396542.7	NA
LOC413096	XP_396547.5	ORTHOMCL3783	Amel	XM_396547.7	NA
LOC413098	XP_396549.3	ORTHOMCL8726	Amel	XM_396549.6	NA
LOC413099	XP_396550.2	ORTHOMCL4702	Amel	XM_396550.7	NA
LOC413101	XP_396552.3	ORTHOMCL4569	Amel	XM_396552.7	NonCanon
LOC413103	XP_396554.4	ORTHOMCL6454	Amel	XM_396554.6	NA
LOC413106	XP_026298369.1	ORTHOMCL1712	Amel	XM_026442584.1	NonCanon
LOC413108	NP_001265608.1	ORTHOMCL7331	Amel	NM_001278679.1	NA
LOC413109	XP_006566323.1	ORTHOMCL6450	Amel	XM_006566260.3	NA
LOC413110	XP_396561.1	ORTHOMCL5426	Amel	XM_396561.4	NonCanon
LOC413112	XP_026295812.1	ORTHOMCL8985	Amel	XM_026440027.1	NA
LOC413113	XP_026296143.1	ORTHOMCL381	Amel	XM_026440358.1	NA
LOC413117	XP_006562695.1	ORTHOMCL7975	Amel	XM_006562632.3	NA
LOC413118	XP_006571384.2	ORTHOMCL6038	Amel	XM_006571321.3	NA
LOC413120	XP_006561461.1	ORTHOMCL2844	Amel	XM_006561398.3	NA
LOC413121	XP_016772439.2	ORTHOMCL600	Amel	XM_016916950.2	NA
LOC413123	XP_026300295.1	ORTHOMCL3159	Amel	XM_026444510.1	NA
LOC413125	XP_016771019.1	ORTHOMCL477	Amel	XM_016915530.2	NA
LOC413126	XP_006572322.1	ORTHOMCL1517	Amel	XM_006572259.3	Canon
LOC413128	XP_396579.3	ORTHOMCL4222	Amel	XM_396579.5	NA
LOC413129	XP_016767927.1	ORTHOMCL3379	Amel	XM_016912438.2	NA
LOC413130	XP_396581.5	ORTHOMCL2798	Amel	XM_396581.7	NonCanon
LOC413132	XP_006571695.2	ORTHOMCL4060	Amel	XM_006571632.3	NA
LOC413133	XP_396584.2	ORTHOMCL1597	Amel	XM_396584.5	NonCanon
LOC413134	XP_396585.2	ORTHOMCL1896	Amel	XM_396585.7	NA
LOC413137	XP_396588.2	ORTHOMCL1647	Amel	XM_396588.6	NA
LOC413138	XP_006567242.1	ORTHOMCL2140	Amel	XM_006567179.3	NA
LOC413139	XP_006567240.1	ORTHOMCL4822	Amel	XM_006567177.3	NA
LOC413141	XP_006567235.1	ORTHOMCL504	Amel	XM_006567172.3	NA
LOC413142	XP_016773638.2	ORTHOMCL6716	Amel	XM_016918149.2	NA
LOC413144	XP_396595.2	ORTHOMCL2864	Amel	XM_396595.5	NA
LOC413145	XP_396596.1	ORTHOMCL3290	Amel	XM_396596.7	NA
LOC413146	XP_003249451.1	ORTHOMCL2713	Amel	XM_003249403.4	NA
LOC413152	XP_396603.5	ORTHOMCL5911	Amel	XM_396603.7	NA
LOC413153	XP_016768644.1	ORTHOMCL3237	Amel	XM_016913155.2	Canon
LOC413154	XP_006571826.2	ORTHOMCL4127	Amel	XM_006571763.3	NA
LOC413159	XP_026297127.1	ORTHOMCL2237	Amel	XM_026441342.1	NA
LOC413164	XP_396615.2	ORTHOMCL7984	Amel	XM_396615.6	NA
LOC413165	XP_026297185.1	ORTHOMCL7713	Amel	XM_026441400.1	NA
LOC413166	XP_006569970.1	ORTHOMCL2437	Amel	XM_006569907.3	NA
LOC413167	XP_396618.2	ORTHOMCL7390	Amel	XM_396618.6	NA
LOC413168	XP_006560213.1	ORTHOMCL6536	Amel	XM_006560150.3	NA
LOC413169	XP_396620.5	ORTHOMCL512	Amel	XM_396620.7	NA
LOC413170	XP_006564248.1	ORTHOMCL4617	Amel	XM_006564185.3	NA
LOC413171	XP_006564250.2	ORTHOMCL4501	Amel	XM_006564187.3	NA
LOC413173	XP_396624.2	ORTHOMCL3574	Amel	XM_396624.7	NA
LOC413176	XP_396627.4	ORTHOMCL8313	Amel	XM_396627.7	NA
LOC413179	XP_396630.2	ORTHOMCL3442	Amel	XM_396630.6	NonCanon
LOC413181	XP_396632.3	ORTHOMCL6831	Amel	XM_396632.7	NA
LOC413183	XP_396634.2	ORTHOMCL7733	Amel	XM_396634.6	NA
LOC413184	XP_396635.2	ORTHOMCL6511	Amel	XM_396635.6	NA
LOC413185	XP_006559688.1	ORTHOMCL7255	Amel	XM_006559625.3	NA
LOC413186	XP_396637.3	ORTHOMCL3147	Amel	XM_396637.7	NA
LOC413189	XP_396639.1	ORTHOMCL6904	Amel	XM_396639.7	NA
LOC413190	XP_396640.4	ORTHOMCL1719	Amel	XM_396640.7	NA
LOC413192	XP_396642.2	ORTHOMCL7288	Amel	XM_396642.7	NA
LOC413194	XP_006560502.2	ORTHOMCL7528	Amel	XM_006560439.3	Canon
LOC413195	XP_396645.4	ORTHOMCL6947	Amel	XM_396645.7	NA
LOC413196	XP_396646.1	ORTHOMCL3621	Amel	XM_396646.7	NonCanon
LOC413197	XP_026297914.1	ORTHOMCL7450	Amel	XM_026442129.1	NA
LOC413200	XP_006558356.1	ORTHOMCL2445	Amel	XM_006558293.3	NA
LOC413204	XP_396653.1	ORTHOMCL1295	Amel	XM_396653.5	NA
LOC413205	XP_396654.1	ORTHOMCL2141	Amel	XM_396654.4	NA
LOC413207	XP_396656.1	ORTHOMCL3194	Amel	XM_396656.7	NA
LOC413208	XP_006568821.1	ORTHOMCL3234	Amel	XM_006568758.3	NonCanon
LOC413209	XP_396658.3	ORTHOMCL7651	Amel	XM_396658.6	NA
LOC413210	XP_006558169.2	ORTHOMCL3217	Amel	XM_006558106.3	NA
LOC413213	XP_006559344.1	ORTHOMCL23	Amel	XM_006559281.3	NA
LOC413215	XP_006569804.2	ORTHOMCL770	Amel	XM_006569741.3	NA
LOC413222	XP_006565215.1	ORTHOMCL1537	Amel	XM_006565152.3	NA
LOC413223	XP_026299982.1	ORTHOMCL1484	Amel	XM_026444197.1	NA
LOC413224	XP_026299978.1	ORTHOMCL6472	Amel	XM_026444193.1	NA
LOC413228	XP_624475.1	ORTHOMCL7327	Amel	XM_624472.6	NonCanon
LOC413233	XP_026295314.1	ORTHOMCL5316	Amel	XM_026439529.1	NonCanon
LOC413239	XP_396685.2	ORTHOMCL4766	Amel	XM_396685.7	NA
LOC413240	XP_396686.2	ORTHOMCL2073	Amel	XM_396686.6	NonCanon
LOC413242	XP_396688.4	ORTHOMCL2089	Amel	XM_396688.7	NonCanon
LOC413244	XP_396690.2	ORTHOMCL6779	Amel	XM_396690.7	NA
LOC413245	XP_006571254.1	ORTHOMCL4549	Amel	XM_006571191.3	NA
LOC413246	XP_006558879.1	ORTHOMCL583	Amel	XM_006558816.3	NonCanon
LOC413247	XP_016768436.1	ORTHOMCL118	Amel	XM_016912947.2	NonCanon
LOC413248	XP_026297503.1	ORTHOMCL1845	Amel	XM_026441718.1	NA
LOC413250	XP_396696.4	ORTHOMCL7317	Amel	XM_396696.6	NonCanon
LOC413252	XP_396698.3	ORTHOMCL1022	Amel	XM_396698.7	NA
LOC413253	XP_396699.1	ORTHOMCL4628	Amel	XM_396699.7	NA
LOC413255	XP_396701.3	ORTHOMCL2862	Amel	XM_396701.6	NA
LOC413256	XP_396702.1	ORTHOMCL3072	Amel	XM_396702.6	NA
LOC413259	XP_396705.4	ORTHOMCL7605	Amel	XM_396705.6	NA
LOC413260	XP_006566747.2	ORTHOMCL5708	Amel	XM_006566684.3	NA
LOC413265	XP_026294939.1	ORTHOMCL966	Amel	XM_026439154.1	NA
LOC413266	XP_006557926.1	ORTHOMCL1322	Amel	XM_006557863.3	NA
LOC413267	XP_006557930.1	ORTHOMCL7238	Amel	XM_006557867.3	NA
LOC413271	XP_396716.1	ORTHOMCL5127	Amel	XM_396716.7	NonCanon
LOC413274	XP_026298714.1	ORTHOMCL7324	Amel	XM_026442929.1	NA
LOC413275	XP_396720.2	ORTHOMCL4236	Amel	XM_396720.6	NonCanon
LOC413278	XP_396723.3	ORTHOMCL1203	Amel	XM_396723.7	NA
LOC413279	XP_396724.2	ORTHOMCL1070	Amel	XM_396724.7	NA
LOC413280	XP_016768732.1	ORTHOMCL6173	Amel	XM_016913243.2	NA
LOC413285	XP_396730.1	ORTHOMCL2000	Amel	XM_396730.5	NA
LOC413286	XP_006565695.1	ORTHOMCL7387	Amel	XM_006565632.3	NA
LOC413288	XP_006568047.1	ORTHOMCL788	Amel	XM_006567984.3	NA
LOC413289	XP_006568051.2	ORTHOMCL539	Amel	XM_006567988.3	NA
LOC413293	XP_396738.2	ORTHOMCL7776	Amel	XM_396738.6	NA
LOC413294	XP_026300871.1	ORTHOMCL9655	Amel	XM_026445086.1	NA
LOC413296	XP_006565264.1	ORTHOMCL4899	Amel	XM_006565201.1	NA
LOC413297	XP_396742.2	ORTHOMCL2018	Amel	XM_396742.6	NonCanon
LOC413299	XP_396744.4	ORTHOMCL896	Amel	XM_396744.7	NA
LOC413303	XP_026297714.1	ORTHOMCL170	Amel	XM_026441929.1	NA
LOC413305	XP_396750.5	ORTHOMCL2683	Amel	XM_396750.6	NonCanon
LOC413309	XP_026299404.1	ORTHOMCL279	Amel	XM_026443619.1	NA
LOC413310	XP_026299737.1	ORTHOMCL2711	Amel	XM_026443952.1	NA
LOC413311	XP_006557510.1	ORTHOMCL1643	Amel	XM_006557447.3	NA
LOC413313	XP_396758.1	ORTHOMCL1521	Amel	XM_396758.7	NA
LOC413314	XP_006560988.1	ORTHOMCL1369	Amel	XM_006560925.3	NA
LOC413318	XP_026296380.1	ORTHOMCL3086	Amel	XM_026440595.1	NA
LOC413319	XP_016767835.1	ORTHOMCL3810	Amel	XM_016912346.1	NA
LOC413324	XP_016769017.1	ORTHOMCL2866	Amel	XM_016913528.2	NonCanon
LOC413331	XP_026295879.1	ORTHOMCL1577	Amel	XM_026440094.1	NA
LOC413333	XP_396778.2	ORTHOMCL8734	Amel	XM_396778.6	NA
LOC413334	XP_006558878.1	ORTHOMCL2262	Amel	XM_006558815.3	NA
LOC413336	XP_396781.2	ORTHOMCL7580	Amel	XM_396781.6	NA
LOC413340	XP_396785.4	ORTHOMCL4356	Amel	XM_396785.7	NA
LOC413341	XP_016766741.1	ORTHOMCL3345	Amel	XM_016911252.1	NA
LOC413344	XP_396789.2	ORTHOMCL1691	Amel	XM_396789.6	NA
LOC413345	XP_006568410.1	ORTHOMCL5438	Amel	XM_006568347.2	NA
LOC413346	XP_396791.3	ORTHOMCL2531	Amel	XM_396791.5	NA
LOC413351	XP_006565978.1	ORTHOMCL4358	Amel	XM_006565915.3	NA
LOC413354	XP_006564353.1	ORTHOMCL2122	Amel	XM_006564290.3	NA
LOC413356	XP_006570997.1	ORTHOMCL1416	Amel	XM_006570934.3	NA
LOC413357	XP_396802.3	ORTHOMCL6618	Amel	XM_396802.7	NA
LOC413361	XP_396806.3	ORTHOMCL8143	Amel	XM_396806.6	NA
LOC413362	XP_396807.4	ORTHOMCL7435	Amel	XM_396807.7	NA
LOC413363	XP_016766945.1	ORTHOMCL385	Amel	XM_016911456.2	NA
LOC413365	XP_396810.3	ORTHOMCL4606	Amel	XM_396810.7	NonCanon
LOC413366	XP_006564252.1	ORTHOMCL975	Amel	XM_006564189.3	NA
LOC413368	XP_026296917.1	ORTHOMCL981	Amel	XM_026441132.1	NA
LOC413369	XP_006558396.1	ORTHOMCL3055	Amel	XM_006558333.2	NA
LOC413370	XP_396815.3	ORTHOMCL7845	Amel	XM_396815.6	NA
LOC413371	XP_396816.5	ORTHOMCL3398	Amel	XM_396816.6	NA
LOC413372	XP_026295475.1	ORTHOMCL4920	Amel	XM_026439690.1	NA
LOC413374	XP_396819.2	ORTHOMCL1590	Amel	XM_396819.7	Canon
LOC413376	XP_016766683.1	ORTHOMCL2244	Amel	XM_016911194.2	NA
LOC413377	XP_026301514.1	ORTHOMCL690	Amel	XM_026445729.1	NA
LOC413378	XP_006571657.1	ORTHOMCL2668	Amel	XM_006571594.3	NA
LOC413379	XP_396824.1	ORTHOMCL2874	Amel	XM_396824.6	NA
LOC413380	XP_006559006.1	ORTHOMCL98	Amel	XM_006558943.3	NA
LOC413382	XP_016769589.1	ORTHOMCL3259	Amel	XM_016914100.2	NA
LOC413383	XP_006559859.1	ORTHOMCL365	Amel	XM_006559796.3	NonCanon
LOC413384	XP_016768657.1	ORTHOMCL1399	Amel	XM_016913168.2	NA
LOC413385	XP_396830.4	ORTHOMCL1255	Amel	XM_396830.7	NA
LOC413386	XP_006557827.2	ORTHOMCL4781	Amel	XM_006557764.3	NA
LOC413388	XP_006558042.1	ORTHOMCL1992	Amel	XM_006557979.3	NonCanon
LOC413389	XP_006558043.1	ORTHOMCL3656	Amel	XM_006557980.3	Canon
LOC413390	XP_623255.1	ORTHOMCL2714	Amel	XM_623252.5	NA
LOC413391	XP_396835.3	ORTHOMCL6606	Amel	XM_396835.7	NA
LOC413393	XP_026295421.1	ORTHOMCL8180	Amel	XM_026439636.1	NA
LOC413394	XP_396838.2	ORTHOMCL4131	Amel	XM_396838.6	Canon
LOC413398	XP_396842.4	ORTHOMCL3284	Amel	XM_396842.7	NA
LOC413399	XP_006560647.1	ORTHOMCL6062	Amel	XM_006560584.3	NA
LOC413400	XP_016767519.2	ORTHOMCL3919	Amel	XM_016912030.2	NA
LOC413404	XP_396848.4	ORTHOMCL5400	Amel	XM_396848.7	NA
LOC413407	XP_396851.4	ORTHOMCL1668	Amel	XM_396851.7	NA
LOC413408	XP_396852.2	ORTHOMCL2039	Amel	XM_396852.6	NA
LOC413409	XP_006563254.1	ORTHOMCL2960	Amel	XM_006563191.3	Canon
LOC413410	XP_006559211.1	ORTHOMCL1562	Amel	XM_006559148.3	NA
LOC413411	XP_396855.2	ORTHOMCL3280	Amel	XM_396855.6	Canon
LOC413416	XP_006557313.1	ORTHOMCL1553	Amel	XM_006557250.3	NA
LOC413425	XP_396869.4	ORTHOMCL235	Amel	XM_396869.7	NA
LOC413427	XP_016770566.2	ORTHOMCL6016	Amel	XM_016915077.2	NA
LOC413428	XP_026299491.1	ORTHOMCL1913	Amel	XM_026443706.1	NA
LOC413429	XP_396873.2	ORTHOMCL5505	Amel	XM_396873.6	NA
LOC413430	XP_396874.5	ORTHOMCL4139	Amel	XM_396874.7	Canon
LOC413433	XP_026297416.1	ORTHOMCL4488	Amel	XM_026441631.1	NA
LOC413435	XP_396879.3	ORTHOMCL7005	Amel	XM_396879.6	NonCanon
LOC413437	XP_396881.3	ORTHOMCL3819	Amel	XM_396881.6	NA
LOC413438	XP_006566893.1	ORTHOMCL5819	Amel	XM_006566830.3	NA
LOC413439	XP_006564278.1	ORTHOMCL5992	Amel	XM_006564215.2	NA
LOC413440	XP_006562054.1	ORTHOMCL4110	Amel	XM_006561991.3	NA
LOC413441	XP_006569244.2	ORTHOMCL6966	Amel	XM_006569181.3	NA
LOC413447	XP_006557582.1	ORTHOMCL5361	Amel	XM_006557519.3	NA
LOC413448	XP_396892.2	ORTHOMCL5694	Amel	XM_396892.6	NA
LOC413451	XP_396895.4	ORTHOMCL3751	Amel	XM_396895.7	NA
LOC413457	XP_006566621.1	ORTHOMCL6689	Amel	XM_006566558.3	NA
LOC413460	XP_396904.4	ORTHOMCL1164	Amel	XM_396904.7	NA
LOC413462	XP_396906.3	ORTHOMCL7408	Amel	XM_396906.7	NA
LOC413464	XP_006560166.1	ORTHOMCL4069	Amel	XM_006560103.3	NA
LOC413466	XP_026300884.1	ORTHOMCL2931	Amel	XM_026445099.1	NA
LOC413467	XP_006568163.2	ORTHOMCL5382	Amel	XM_006568100.3	NA
LOC413468	XP_006568157.1	ORTHOMCL111	Amel	XM_006568094.3	NA
LOC413470	XP_396914.2	ORTHOMCL2040	Amel	XM_396914.7	NA
LOC413471	XP_396915.4	ORTHOMCL156	Amel	XM_396915.6	NA
LOC413472	XP_006570948.1	ORTHOMCL7878	Amel	XM_006570885.3	NA
LOC413473	XP_016768086.1	ORTHOMCL3902	Amel	XM_016912597.2	NA
LOC413474	XP_396918.4	ORTHOMCL2079	Amel	XM_396918.7	NA
LOC413478	XP_396922.2	ORTHOMCL2617	Amel	XM_396922.7	NA
LOC413481	XP_396925.4	ORTHOMCL5678	Amel	XM_396925.7	NA
LOC413484	XP_006568548.2	ORTHOMCL1136	Amel	XM_006568485.3	NA
LOC413488	XP_006568541.1	ORTHOMCL6065	Amel	XM_006568478.3	NA
LOC413489	XP_396933.1	ORTHOMCL3115	Amel	XM_396933.7	Canon
LOC413490	XP_396934.4	ORTHOMCL108	Amel	XM_396934.7	NA
LOC413491	XP_006559386.1	ORTHOMCL4731	Amel	XM_006559323.3	NA
LOC413493	XP_396937.4	ORTHOMCL4146	Amel	XM_396937.7	NA
LOC413494	XP_026297455.1	ORTHOMCL5524	Amel	XM_026441670.1	NA
LOC413495	XP_396939.2	ORTHOMCL6337	Amel	XM_396939.6	NonCanon
LOC413498	XP_396942.4	ORTHOMCL3320	Amel	XM_396942.7	NA
LOC413499	XP_396943.1	ORTHOMCL4784	Amel	XM_396943.5	NA
LOC413500	XP_396944.4	ORTHOMCL3989	Amel	XM_396944.7	NA
LOC413501	XP_016771882.1	ORTHOMCL5892	Amel	XM_016916393.2	NA
LOC413502	XP_026300091.1	ORTHOMCL6679	Amel	XM_026444306.1	NA
LOC413503	XP_006569276.1	ORTHOMCL530	Amel	XM_006569213.3	NA
LOC413504	XP_026298905.1	ORTHOMCL1754	Amel	XM_026443120.1	NA
LOC413508	XP_006560666.1	ORTHOMCL7894	Amel	XM_006560603.3	NA
LOC413510	XP_006559285.1	ORTHOMCL2677	Amel	XM_006559222.3	NonCanon
LOC413512	XP_006570973.2	ORTHOMCL7002	Amel	XM_006570910.3	NA
LOC413517	XP_396960.2	ORTHOMCL1989	Amel	XM_396960.5	NA
LOC413520	XP_396963.2	ORTHOMCL7043	Amel	XM_396963.7	NonCanon
LOC413523	XP_396966.2	ORTHOMCL2934	Amel	XM_396966.7	NA
LOC413524	XP_396967.4	ORTHOMCL6986	Amel	XM_396967.6	NA
LOC413525	XP_026300762.1	ORTHOMCL5666	Amel	XM_026444977.1	NA
LOC413527	NP_001276370.1	ORTHOMCL5573	Amel	NM_001289441.1	NA
LOC413529	XP_396972.6	ORTHOMCL5074	Amel	XM_396972.7	NonCanon
LOC413531	XP_026301649.1	ORTHOMCL4342	Amel	XM_026445864.1	NA
LOC413532	XP_026301650.1	ORTHOMCL696	Amel	XM_026445865.1	NA
LOC413533	XP_396976.2	ORTHOMCL3022	Amel	XM_396976.7	NA
LOC413534	XP_026301724.1	ORTHOMCL3028	Amel	XM_026445939.1	NonCanon
LOC413539	XP_006558380.2	ORTHOMCL3146	Amel	XM_006558317.3	NA
LOC413542	XP_006564809.1	ORTHOMCL7381	Amel	XM_006564746.2	NonCanon
LOC413544	XP_396986.3	ORTHOMCL4206	Amel	XM_396986.6	NonCanon
LOC413545	XP_026299742.1	ORTHOMCL1770	Amel	XM_026443957.1	NA
LOC413547	XP_396989.2	ORTHOMCL703	Amel	XM_396989.6	NA
LOC413548	XP_396990.3	ORTHOMCL2944	Amel	XM_396990.7	NA
LOC413549	XP_396991.5	ORTHOMCL681	Amel	XM_396991.7	NA
LOC413550	XP_026300579.1	ORTHOMCL4019	Amel	XM_026444794.1	NA
LOC413551	XP_396993.3	ORTHOMCL1098	Amel	XM_396993.7	NA
LOC413553	XP_026299949.1	ORTHOMCL7926	Amel	XM_026444164.1	NA
LOC413557	XP_016772102.1	ORTHOMCL7507	Amel	XM_016916613.2	NA
LOC413558	XP_396999.5	ORTHOMCL5018	Amel	XM_396999.7	NA
LOC413560	XP_397001.3	ORTHOMCL4715	Amel	XM_397001.6	NA
LOC413562	XP_016769240.2	ORTHOMCL927	Amel	XM_016913751.2	NA
LOC413567	XP_397008.1	ORTHOMCL2902	Amel	XM_397008.5	NonCanon
LOC413568	XP_016769061.2	ORTHOMCL1636	Amel	XM_016913572.2	NA
LOC413569	XP_026300846.1	ORTHOMCL2365	Amel	XM_026445061.1	NA
LOC413573	XP_026298711.1	ORTHOMCL6132	Amel	XM_026442926.1	NonCanon
LOC413575	XP_006571359.2	ORTHOMCL1465	Amel	XM_006571296.3	NonCanon
LOC413577	XP_006571360.1	ORTHOMCL5041	Amel	XM_006571297.3	NA
LOC413578	XP_016772927.1	ORTHOMCL1883	Amel	XM_016917438.2	NA
LOC413579	XP_026300797.1	ORTHOMCL2051	Amel	XM_026445012.1	NonCanon
LOC413582	XP_016771725.1	ORTHOMCL134	Amel	XM_016916236.2	NA
LOC413583	XP_006570477.1	ORTHOMCL1842	Amel	XM_006570414.3	NonCanon
LOC413588	XP_397030.3	ORTHOMCL7178	Amel	XM_397030.5	NA
LOC413590	XP_026295815.1	ORTHOMCL2893	Amel	XM_026440030.1	NA
LOC413591	XP_026296072.1	ORTHOMCL123	Amel	XM_026440287.1	NA
LOC413594	XP_006562815.1	ORTHOMCL5353	Amel	XM_006562752.3	NA
LOC413596	XP_016771340.2	ORTHOMCL2651	Amel	XM_016915851.2	NA
LOC413601	XP_397043.2	ORTHOMCL4349	Amel	XM_397043.7	NonCanon
LOC413605	XP_397047.2	ORTHOMCL7632	Amel	XM_397047.7	NA
LOC413607	XP_006559200.2	ORTHOMCL2320	Amel	XM_006559137.3	NA
LOC413612	XP_397054.2	ORTHOMCL4040	Amel	XM_397054.6	NonCanon
LOC413613	XP_397055.1	ORTHOMCL1057	Amel	XM_397055.7	NA
LOC413614	XP_397056.2	ORTHOMCL1789	Amel	XM_397056.7	NonCanon
LOC413616	XP_026297813.1	ORTHOMCL7267	Amel	XM_026442028.1	NonCanon
LOC413618	XP_397060.3	ORTHOMCL2760	Amel	XM_397060.5	NA
LOC413619	XP_397061.1	ORTHOMCL4710	Amel	XM_397061.7	NonCanon
LOC413620	XP_397062.3	ORTHOMCL356	Amel	XM_397062.7	NA
LOC413623	XP_006558840.1	ORTHOMCL525	Amel	XM_006558777.3	NA
LOC413625	XP_006564673.2	ORTHOMCL6458	Amel	XM_006564610.2	NA
LOC413627	XP_026298038.1	ORTHOMCL6665	Amel	XM_026442253.1	NA
LOC413633	XP_003249155.2	ORTHOMCL5535	Amel	XM_003249107.4	NA
LOC413636	XP_006563445.1	ORTHOMCL5963	Amel	XM_006563382.3	NA
LOC413637	XP_006559899.2	ORTHOMCL7697	Amel	XM_006559836.3	NA
LOC413638	XP_026296196.1	ORTHOMCL4763	Amel	XM_026440411.1	NonCanon
LOC413643	XP_397085.2	ORTHOMCL6654	Amel	XM_397085.7	NonCanon
LOC413649	XP_006570843.1	ORTHOMCL4981	Amel	XM_006570780.3	NA
LOC413650	XP_397092.3	ORTHOMCL8413	Amel	XM_397092.6	NA
LOC413652	XP_397094.2	ORTHOMCL5780	Amel	XM_397094.7	NA
LOC413653	XP_397095.3	ORTHOMCL1515	Amel	XM_397095.6	NA
LOC413655	XP_397097.2	ORTHOMCL4524	Amel	XM_397097.6	NA
LOC413657	XP_006572237.1	ORTHOMCL3571	Amel	XM_006572174.3	NA
LOC413660	XP_397101.4	ORTHOMCL7451	Amel	XM_397101.7	NA
LOC413663	XP_006559637.1	ORTHOMCL2698	Amel	XM_006559574.3	Canon
LOC413664	XP_026298010.1	ORTHOMCL1634	Amel	XM_026442225.1	NA
LOC413666	XP_397107.5	ORTHOMCL2943	Amel	XM_397107.7	NA
LOC413667	XP_026299394.1	ORTHOMCL2249	Amel	XM_026443609.1	NA
LOC413668	XP_397109.3	ORTHOMCL3619	Amel	XM_397109.6	Canon
LOC413669	XP_026295793.1	ORTHOMCL2376	Amel	XM_026440008.1	NA
LOC413670	XP_397111.2	ORTHOMCL3478	Amel	XM_397111.6	NA
LOC413672	XP_397113.1	ORTHOMCL7742	Amel	XM_397113.7	NonCanon
LOC413674	XP_003251623.1	ORTHOMCL4450	Amel	XM_003251575.4	NA
LOC413675	XP_397116.4	ORTHOMCL6732	Amel	XM_397116.7	NA
LOC413676	XP_026297933.1	ORTHOMCL1821	Amel	XM_026442148.1	NA
LOC413677	XP_006570101.2	ORTHOMCL725	Amel	XM_006570038.3	NA
LOC413678	XP_016767794.2	ORTHOMCL493	Amel	XM_016912305.2	NonCanon
LOC413679	XP_397120.4	ORTHOMCL8435	Amel	XM_397120.7	NA
LOC413680	XP_016770515.1	ORTHOMCL4641	Amel	XM_016915026.2	NA
LOC413683	XP_006562950.1	ORTHOMCL1388	Amel	XM_006562887.3	NA
LOC413684	XP_397125.5	ORTHOMCL8311	Amel	XM_397125.7	NA
LOC413686	XP_397127.5	ORTHOMCL1343	Amel	XM_397127.6	NA
LOC413688	XP_397129.4	ORTHOMCL4314	Amel	XM_397129.7	NonCanon
LOC413689	XP_397130.4	ORTHOMCL7499	Amel	XM_397130.7	NA
LOC413690	XP_397131.4	ORTHOMCL1996	Amel	XM_397131.7	NA
LOC413691	XP_006564240.1	ORTHOMCL7339	Amel	XM_006564177.3	NA
LOC413692	XP_026298620.1	ORTHOMCL6546	Amel	XM_026442835.1	NA
LOC413693	XP_026302049.1	ORTHOMCL8856	Amel	XM_026446264.1	NA
LOC413697	XP_397138.5	ORTHOMCL862	Amel	XM_397138.7	NA
LOC413698	XP_397139.3	ORTHOMCL5566	Amel	XM_397139.5	NA
LOC413699	XP_397140.4	ORTHOMCL120	Amel	XM_397140.7	NonCanon
LOC413702	XP_006562958.1	ORTHOMCL1635	Amel	XM_006562895.3	NA
LOC413709	XP_006559323.1	ORTHOMCL5558	Amel	XM_006559260.3	NA
LOC413711	XP_016767764.1	ORTHOMCL983	Amel	XM_016912275.2	NA
LOC413713	XP_006568631.3	ORTHOMCL3908	Amel	XM_006568568.3	NonCanon
LOC413714	XP_397155.4	ORTHOMCL3665	Amel	XM_397155.7	NA
LOC413718	XP_026296528.1	ORTHOMCL7470	Amel	XM_026440743.1	NA
LOC413720	XP_397160.3	ORTHOMCL2132	Amel	XM_397160.6	NA
LOC413721	XP_026297380.1	ORTHOMCL2383	Amel	XM_026441595.1	NA
LOC413724	XP_016769257.1	ORTHOMCL5320	Amel	XM_016913768.2	NA
LOC413727	XP_026296288.1	ORTHOMCL3997	Amel	XM_026440503.1	NA
LOC413728	XP_397168.3	ORTHOMCL6296	Amel	XM_397168.6	NA
LOC413730	XP_397170.4	ORTHOMCL2951	Amel	XM_397170.6	NA
LOC413732	XP_397171.3	ORTHOMCL6954	Amel	XM_397171.6	NA
LOC413735	XP_397174.4	ORTHOMCL5414	Amel	XM_397174.7	NA
LOC413736	XP_006572417.1	ORTHOMCL4142	Amel	XM_006572354.3	NonCanon
